tipProprietate;Tip strada;Denumire strada;Zona;Suprafata utila;Suprafata desfasurata;Suprafata teren;an_constr;trimestru;Pret tranz
casa;Strada;POPA NAN;centrala;144.7200;;;1965;2020-T4;974000
apartament;Strada;POPA NICOLAE;colentina;56.7000;;;1983;2020-T3;256600
apartament;Strada;POPA NICOLAE;colentina;43.1300;;;1993;2020-T1;192680
apartament;Strada;POPA NICOLAE;colentina;56.4400;;;1988;2020-T4;272720
apartament;Strada;POPA NICOLAE;colentina;35.9000;;;1993;2020-T2;181043
apartament;Strada;POPA NICOLAE;colentina;36.4100;;;1987;2020-T2;182400
apartament;Strada;POPA NICOLAE;colentina;56.4000;;;1986;2020-T4;365487
apartament;Strada;POPA NICOLAE;colentina;90.8000;;;1986;2020-T3;390000
apartament;Strada;POPA NICOLAE;colentina;26.5300;;;1975;2020-T2;28000
apartament;Strada;POPA NICOLAE;colentina;26.6000;;;1970;2020-T2;137994
apartament;Strada;POPA NICOLAE;colentina;56.2300;;;1987;2020-T3;284252
apartament;Strada;POPA NICOLAE;colentina;36.2100;;;1973;2020-T4;132018
apartament;Strada;POPA NICOLAE;colentina;56.4400;;;1994;2020-T2;310000
apartament;Strada;POPA NICOLAE;colentina;90.9000;;;1986;2020-T3;441759
casa;Strada;POPA PETRE;centrala;31.0600;;;1932;2020-T4;163078
casa;Strada;POPA RUSU;centrala;208.7600;;;1935;2020-T3;449887
casa;Strada;POPA RUSU;centrala;49.2200;;;1924;2020-T4;197620
casa;Strada;PRECUPETII VECHI;centrala;73.2800;;;1950;2020-T2;14508
apartament;Strada;PRECUPETII VECHI;centrala;23.2700;;;2011;2020-T2;121080
apartament;Strada;PRECUPETII VECHI;centrala;38.1200;;;2010;2020-T4;341103
casa;Strada;PUIETILOR;andronache;;46.1300;;1965;2020-T4;219407
teren;Strada;PUIETILOR;andronache;;;218.0000;2020;2020-T4;219047
apartament;Strada;RADOVANU;colentina;72.2700;;;1987;2020-T1;382304
apartament;Strada;RADOVANU;colentina;79.2800;;;1986;2020-T4;424021
apartament;Strada;RADOVANU;colentina;93.5000;;;1996;2020-T4;421038
apartament;Strada;RADOVANU;colentina;47.4400;;;1986;2020-T3;294500
apartament;Strada;RADOVANU;colentina;47.6000;;;1980;2020-T3;262180
apartament;Strada;RADOVANU;colentina;63.7700;;;1985;2020-T2;401659
apartament;Strada;RADOVANU;colentina;61.0900;;;1986;2020-T2;319110
apartament;Strada;RADOVANU;colentina;63.7200;;;1987;2020-T4;370257
apartament;Strada;RADOVANU;colentina;63.9200;;;1986;2020-T4;282460
apartament;Strada;RADU CRISTIAN, DOCTOR;-;;40.2400;;1935;2020-T3;232065
apartament;Strada;RADU CRISTIAN, DOCTOR;-;71.1000;;;;2020-T4;170583
teren;Strada;RADU DE LA AFUMATI;centrala;;;53.0000;2020;2020-T4;287001
teren;Strada;RADU DE LA AFUMATI;centrala;;;80.0000;2020;2020-T3;46301
apartament;Strada;RADU DE LA AFUMATI;centrala;69.3700;;;1940;2020-T3;48375
apartament;Strada;RASCOALA 1907;colentina;53.1400;;;1986;2020-T2;283353
apartament;Strada;RASCOALA 1907;colentina;49.7000;;;1986;2020-T3;335991
apartament;Strada;RASCOALA 1907;colentina;49.8400;;;1993;2020-T1;305550
apartament;Strada;RASCOALA 1907;colentina;65.9400;;;1985;2020-T4;341110
apartament;Strada;RASCOALA 1907;colentina;49.8500;;;1986;2020-T1;211500
apartament;Strada;RASCOALA 1907;colentina;51.0200;;;1986;2020-T2;266420
apartament;Strada;RASCOALA 1907;colentina;90.6600;;;1986;2020-T3;357900
apartament;Strada;RASCOALA 1907;colentina;36.5000;;;1986;2020-T1;12000
apartament;Strada;RASCOALA 1907;colentina;36.7000;;;1986;2020-T4;236127
apartament;Strada;RASCOALA 1907;colentina;36.9200;;;1986;2020-T2;187980
apartament;Strada;RASCOALA 1907;colentina;37.0200;;;1990;2020-T4;185170
apartament;Strada;RASCOALA 1907;colentina;37.7400;;;1986;2020-T3;272895
apartament;Strada;RASCOALA 1907;colentina;50.3000;;;1985;2020-T2;268775
apartament;Strada;RASCOALA 1907;colentina;17.2200;;;2007;2020-T4;24348
apartament;Strada;RASCOALA 1907;colentina;61.2100;;;2007;2020-T1;422400
apartament;Strada;RASCOALA 1907;colentina;45.3900;;;2007;2020-T1;201911
apartament;Strada;RASCOALA 1907;colentina;47.8800;;;1985;2020-T2;269119
apartament;Strada;RASCOALA 1907;colentina;47.9400;;;1986;2020-T1;310563
apartament;Strada;RASCOALA 1907;colentina;50.5700;;;1986;2020-T3;193512
apartament;Strada;RASNOV;colentina;56.5100;;;1988;2020-T3;334105
apartament;Strada;RASNOV;colentina;14.2000;;;1990;2020-T4;73000
apartament;Strada;RASNOV;colentina;14.6400;;;1970;2020-T4;46262
apartament;Strada;RASPANTIILOR;centrala;72.5500;;;1937;2020-T3;340200
casa;Strada;RASPANTIILOR;centrala;128.5000;;;1940;2020-T3;2281787
apartament;Strada;RASURI;centrala;49.0700;;;2019;2020-T3;468889
casa;Strada;RAUL COLENTINA;tei;;46.0000;;1960;2020-T4;243500
apartament;Strada;RAUSENI;colentina;55.9000;;;1987;2020-T4;340802
apartament;Strada;RAUSENI;colentina;77.2000;;;1987;2020-T4;326531
casa;Strada;REMETEA;vatra luminoasa;;131.0000;;1929;2020-T1;1214871
apartament;Strada;RENULUI;pantelimon;50.2300;;;1979;2020-T3;266332
apartament;Strada;RIPICENI;Tei;35.0800;;;1979;2020-T2;217552
apartament;Strada;RIPICENI;Tei;34.5100;;;1975;2020-T1;214389
apartament;Strada;RIPICENI;Tei;36.5100;;;1976;2020-T4;236000
apartament;Strada;RIPICENI;Tei;37.7300;;;1975;2020-T3;126000
apartament;Strada;RIPICENI;Tei;51.3500;;;1978;2020-T3;302000
apartament;Strada;RIPICENI;Tei;64.8900;;;1980;2020-T2;359761
apartament;Strada;RIPICENI;Tei;66.0200;;;1980;2020-T1;357750
apartament;Strada;RIPICENI;Tei;39.3400;;;1976;2020-T2;210509
apartament;Strada;RIPICENI;Tei;35.0800;;;1976;2020-T4;85276
apartament;Strada;RIPICENI;Tei;37.8600;;;1976;2020-T3;198940
apartament;Strada;RIPICENI;Tei;64.4200;;;1976;2020-T1;399013
apartament;Strada;RIPICENI;Tei;40.2200;;;1975;2020-T1;225600
apartament;Strada;RIPICENI;Tei;61.9700;;;1977;2020-T1;339080
apartament;Strada;RIPICENI;Tei;63.6500;;;1976;2020-T4;289624
apartament;Strada;RIPICENI;tei;35.1400;;;1975;2020-T4;267839
apartament;Strada;RITMULUI;iancului;35.4000;;;1979;2020-T4;177309
apartament;Strada;RITMULUI;iancului;80.6300;;;1982;2020-T4;194000
apartament;Strada;RITMULUI;iancului;83.7100;;;1982;2020-T1;454100
apartament;Strada;RITMULUI;iancului;53.2900;;;1987;2020-T1;269220
apartament;Strada;RITMULUI;iancului;58.1200;;;1956;2020-T4;238700
casa;Strada;RODICA;pantelimon;;4.9000;;1967;2020-T4;136444
apartament;Strada;ROMULUS;centrala;77.5100;;;1940;2020-T4;467808
apartament;Strada;ROMULUS;centrala;53.9200;;;1928;2020-T3;298481
apartament;Strada;RONDA;centrala;79.6000;;;2020;2020-T3;1159964
apartament;Strada;RONDA;centrala;65.2000;;;2020;2020-T3;684470
apartament;Strada;RONDA;centrala;64.9000;;;2020;2020-T4;472500
apartament;Strada;RONDA;centrala;24.8500;;;1910;2020-T3;77424
teren;Strada;ROPOTULUI;andronache;;;256.0000;2020;2020-T2;400333
casa;Strada;ROPOTULUI;andronache;;60.0000;;1945;2020-T4;33000
casa;Strada;ROPOTULUI;andronache;;74.4600;;1935;2020-T2;629174
apartament;Strada;ROVINE;centrala;48.6000;;;1984;2020-T1;387092
apartament;Strada;ROVINE;centrala;65.0500;;;1986;2020-T1;432927
casa;Strada;RUMEOARA;centrala;;115.0000;;1960;2020-T3;966700
casa;Strada;RUSCHITA;vatra luminoasa;;162.8500;;2020;2020-T1;1097100
casa;Strada;SALCAMILOR;centrala;40.9900;;;1940;2020-T4;267850
casa;Strada;SALTULUI;colentina;;53.0000;;1960;2020-T2;542326
casa;Strada;SALTULUI;colentina;;75.0000;;1965;2020-T3;169722
teren;Strada;SALTULUI;colentina;;;198.0000;2020;2020-T4;170604
casa;Strada;SCHITUL DARVARI;-;112.4500;;;1910;2020-T1;858024
casa;Strada;SCHITUL DARVARI;-;229.3200;;;2009;2020-T3;3783309
apartament;Strada;SCOALEI;centrala;66.5900;;;1930;2020-T3;728790
casa;Strada;SCOICILOR;pantelimon;;45.0000;;1946;2020-T3;258691
casa;Strada;SCOICILOR;pantelimon;;32.0000;;1960;2020-T3;193432
apartament;Strada;SENESLAV VOEVOD;colentina;;7.0000;;1942;2020-T2;207862
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;42.2500;;;1960;2020-T2;241935
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;;;66.5600;2020;2020-T2;870084
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;60.8100;;;1958;2020-T1;216900
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;100.4000;;;2020;2020-T4;308980
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;41.4400;;;1954;2020-T4;316804
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;floreasca;129.1900;;;2012;2020-T3;1137823
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;156.0000;;;2020;2020-T4;3805033
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;355.3000;;;2020;2020-T4;737767
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;233.5000;;;2020;2020-T4;3909864
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;78.2000;;;2020;2020-T4;1978536
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;114.5000;;;2020;2020-T4;2683310
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;114.5000;;;2020;2020-T4;3193532
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;137.9000;;;2020;2020-T4;3437533
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;78.2000;;;2020;2020-T4;1978617
apartament;Strada;SERGHEI VASILIEVICI RAHMANINOV;Floreasca;114.5000;;;2020;2020-T4;3193401
casa;Strada;SERII;andronache;;52.0000;;1989;2020-T2;179150
casa;Strada;SEVER POPESCU;ion creanga;;56.3900;;1951;2020-T3;200000
teren;Strada;SFANTA TREIME;tei;46.6400;;;2020;2020-T1;1336720
apartament;Strada;SFANTUL SPIRIDON;-;99.1300;;;1927;2020-T4;448068
apartament;Strada;SFANTUL SPIRIDON;-;86.8100;;;1923;2020-T1;288000
apartament;Strada;SFINTILOR;centrala;110.5200;;;1938;2020-T3;145057
apartament;Strada;SILISTEA;colentina;16.0900;;;1968;2020-T3;89547
casa;Strada;SILVESTRU;centrala;;95.0000;;1905;2020-T4;438300
apartament;Strada;SILVESTRU;centrala;19.1300;;;1940;2020-T1;100000
apartament;Strada;SILVESTRU;centrala;214.2900;;;1945;2020-T4;915279
apartament;Strada;SILVESTRU;centrala;30.1000;;;1940;2020-T3;140142
apartament;Strada;SILVIA;colentina;29.6100;;;1970;2020-T1;219834
casa;Strada;SIMION I. BUSUIOC, SERGENT MAJOR TR;-;;114.0000;;1960;2020-T4;267850
teren;Strada;SIMION I. BUSUIOC, SERGENT MAJOR TR;-;;;491.0000;2020;2020-T1;130042
apartament;Strada;SINAIA;colentina;49.0500;;;1976;2020-T2;278540
apartament;Strada;SINAIA;colentina;49.6700;;;1976;2020-T2;309000
apartament;Strada;SINAIA;colentina;69.3800;;;1976;2020-T1;323992
apartament;Strada;SINAIA;colentina;;65.5800;;1976;2020-T1;305844
apartament;Strada;SINAIA;colentina;35.2000;;;1976;2020-T4;219127
casa;Strada;SIPCA;tei;;81.0000;;1957;2020-T3;362678
apartament;Strada;SPATARULUI;centrala;45.5000;;;1945;2020-T2;168000
apartament;Strada;SPATARULUI;centrala;129.8000;;;1974;2020-T3;719100
apartament;Strada;SPERANTEI;centrala;78.7500;;;1929;2020-T1;360952
casa;Strada;SPIRIDON IORCEANU;-;89.3700;;;2020;2020-T1;228600
casa;Strada;SPIRIDON IORCEANU;-;;31.4800;;1960;2020-T3;424969
casa;Strada;SPORTULUI;ion creanga;58.2000;;;1960;2020-T3;575544
teren;Strada;STEAUA ROSIE;tei;;;314.0000;2020;2020-T4;521983
casa;Strada;STEFAN GRECEANU;centrala;39.9500;;;1937;2020-T4;228622
apartament;Strada;STEFAN LUCHIAN;centrala;113.7000;;;1940;2020-T4;276050
apartament;Strada;STEFAN MIHAILEANU;centrala;47.1800;;;1947;2020-T4;29008
apartament;Strada;STEFAN MIHAILEANU;centrala;36.2200;;;1948;2020-T3;121380
apartament;Strada;STEFAN MIHAILEANU;centrala;57.6600;;;1936;2020-T4;331107
apartament;Strada;STEFAN MIHAILEANU;centrala;89.1600;;;1914;2020-T4;341187
apartament;Strada;STEFAN MIHAILEANU;centrala;5.4100;;;1943;2020-T3;437128
casa;Strada;STEFAN PASCALE, SOLDAT;tei;;49.0000;;1952;2020-T3;48600
casa;Strada;STEFAN PASCALE, SOLDAT;tei;;36.0000;;1998;2020-T3;236154
casa;Strada;STEFAN SORESCU, SERGENT MAJOR;vatra luminoasa;;302.0400;;2001;2020-T1;465600
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;66.4000;;;1980;2020-T4;355196
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;64.8000;;;1980;2020-T2;463990
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;65.7100;;;1980;2020-T4;445266
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;66.6900;;;1982;2020-T3;411332
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;25.2000;;;1982;2020-T1;182791
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.3000;;;1982;2020-T3;170000
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.3600;;;1980;2020-T3;215487
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;31.0600;;;1980;2020-T3;238091
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.1000;;;1979;2020-T4;224208
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.3800;;;1981;2020-T1;201709
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;27.8900;;;1981;2020-T1;208550
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.0300;;;1980;2020-T4;224153
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.0300;;;1982;2020-T4;243685
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;29.3000;;;1982;2020-T4;199846
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;31.4100;;;1982;2020-T1;96136
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;66.6300;;;1981;2020-T1;426500
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;29.0800;;;1980;2020-T4;174791
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;89.0500;;;2014;2020-T1;1098204
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;;64.7900;;1982;2020-T1;309732
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;55.0700;;;1981;2020-T2;316800
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;31.3300;;;1981;2020-T4;219307
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;61.9000;;;2019;2020-T1;467986
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;;59.6000;;2019;2020-T1;671430
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;56.7800;;;2019;2020-T1;375344
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;58.4400;;;2019;2020-T1;465213
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;72.5300;;;2019;2020-T1;592100
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;30.2800;;;1980;2020-T3;195000
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;30.7400;;;1980;2020-T4;198850
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;25.0500;;;1984;2020-T4;204510
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;27.8700;;;2020;2020-T1;200113
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.0500;;;1981;2020-T3;145770
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;29.7000;;;1983;2020-T4;225968
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;29.7200;;;1981;2020-T4;243000
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;51.6100;;;1981;2020-T2;24300
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;pipera sud;51.1500;;;2016;2020-T1;449263
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;;80.5000;;1980;2020-T2;459401
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;52.7800;;;1986;2020-T4;316830
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.8100;;;1980;2020-T1;234934
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;28.3900;;;1980;2020-T1;236051
apartament;Strada;STEFAN STEFANESCU, ELEV MILITAR;iancului;31.2100;;;1980;2020-T4;209665
teren;Strada;STIUCII;pantelimon;;;28.0000;2020;2020-T1;12125
apartament;Strada;STROE POSTELNICUL;floreasca;85.0400;;;2012;2020-T1;463925
apartament;Strada;STROE POSTELNICUL;floreasca;111.3200;;;2012;2020-T1;1433640
casa;Strada;SUCEAVA;andronache;;103.0000;;1960;2020-T3;236959
casa;Strada;SUCEAVA;andronache;;84.0000;;2009;2020-T3;175000
apartament;Strada;TAMAIOAREI;tei;67.6000;;;2010;2020-T1;373216
casa;Strada;TAMAIOAREI;tei;;14.0000;;1901;2020-T1;453805
casa;Strada;TAMAIOAREI;tei;73.1900;;;1954;2020-T3;324000
casa;Strada;TAMAIOAREI;tei;;51.0000;;1960;2020-T1;19200
apartament;Strada;TAMAIOAREI;tei;185.0000;;;1992;2020-T2;495140
casa;Strada;TAMAIOAREI;tei;;88.0000;;1960;2020-T3;121250
casa;Strada;TAMAIOAREI;tei;31.9100;;;1960;2020-T2;145284
apartament;Strada;TAMPA;iancului;78.3700;;;1985;2020-T4;516442
apartament;Strada;TAMPA;iancului;80.7200;;;1983;2020-T2;403170
apartament;Strada;TAMPA;iancului;49.9800;;;1983;2020-T3;312000
apartament;Strada;TAMPA;iancului;51.5300;;;1984;2020-T2;334650
apartament;Strada;TAMPA;iancului;63.8000;;;1984;2020-T3;349501
casa;Strada;TARNACOPULUI;ion creanga;;66.0000;;1943;2020-T1;291507
apartament;Strada;TEIUL DOAMNEI;tei;48.3600;;;1977;2020-T1;250048
apartament;Strada;TEIUL DOAMNEI;tei;49.4000;;;1976;2020-T3;299714
apartament;Strada;TEIUL DOAMNEI;tei;77.0800;;;1985;2020-T4;584640
apartament;Strada;TEIUL DOAMNEI;tei;66.3900;;;1987;2020-T1;630550
apartament;Strada;TEIUL DOAMNEI;tei;34.9100;;;1978;2020-T1;236610
apartament;Strada;TEIUL DOAMNEI;tei;35.7000;;;1974;2020-T4;265892
apartament;Strada;TEIUL DOAMNEI;tei;22.6600;;;1976;2020-T3;150325
apartament;Strada;TEIUL DOAMNEI;tei;37.5500;;;1977;2020-T3;202133
apartament;Strada;TEIUL DOAMNEI;tei;65.9600;;;1983;2020-T4;429000
apartament;Strada;TEIUL DOAMNEI;tei;66.8000;;;1984;2020-T1;323992
comercial;Strada;TEIUL DOAMNEI;tei;17.8000;;;1983;2020-T4;43740
comercial;Strada;TEIUL DOAMNEI;tei;21.0200;;;1983;2020-T4;396549
apartament;Strada;TEIUL DOAMNEI;tei;66.5000;;;1983;2020-T3;382281
apartament;Strada;TEIUL DOAMNEI;tei;65.8600;;;1983;2020-T3;53209
apartament;Strada;TEIUL DOAMNEI;tei;48.0800;;;1982;2020-T1;217336
casa;Strada;TELEAJEN;centrala;33.8700;;;1940;2020-T3;87300
apartament;Strada;TELEAJEN;centrala;20.5100;;;1936;2020-T3;106450
casa;Strada;TELEAJEN;centrala;;104.0000;;1940;2020-T1;644254
apartament;Strada;TELEAJEN;centrala;127.3600;;;2019;2020-T3;974946
apartament;Strada;TELEAJEN;centrala;;60.5200;;2018;2020-T3;543000
apartament;Strada;TELEAJEN;centrala;60.5200;;;2018;2020-T3;589145
apartament;Strada;TELEAJEN;centrala;54.2100;;;2019;2020-T2;453595
apartament;Strada;TELEAJEN;centrala;118.7600;;;2019;2020-T1;460227
apartament;Strada;TELEAJEN;centrala;55.8600;;;2019;2020-T1;376403
apartament;Strada;TELEAJEN;centrala;119.2800;;;2019;2020-T1;1011297
apartament;Strada;TELEAJEN;centrala;;;14.3700;2020;2020-T3;507937
casa;Strada;TELEAJEN;centrala;13.7700;;;2020;2020-T2;18920
teren;Strada;TELEAJEN;centrala;;;16.7100;2020;2020-T3;201700
apartament;Strada;TELEAJEN;centrala;33.3000;;;2018;2020-T4;438470
apartament;Strada;TELEAJEN;centrala;90.5900;;;2018;2020-T1;412250
apartament;Strada;TEOFIL;colentina;51.0100;;;2019;2020-T1;262500
apartament;Strada;TEOFIL;colentina;57.8700;;;2019;2020-T1;315000
apartament;Strada;TEOFIL;colentina;;76.4500;;2019;2020-T1;357000
apartament;Strada;TEOFIL;colentina;63.2600;;;2019;2020-T1;315000
casa;Strada;TEOFIL;colentina;;120.0000;;1945;2020-T3;840000
apartament;Strada;TEPES VODA;centrala;66.7700;;;2012;2020-T4;487380
apartament;Strada;TEPES VODA;centrala;48.1400;;;2012;2020-T1;444685
apartament;Strada;TEPES VODA;centrala;81.9500;;;1930;2020-T3;111550
apartament;Strada;TEPES VODA;centrala;39.7600;;;2018;2020-T1;416100
apartament;Strada;TEPES VODA;centrala;63.8000;;;2020;2020-T4;709560
apartament;Strada;TEPES VODA;centrala;48.3000;;;2020;2020-T3;447221
apartament;Strada;TEPES VODA;centrala;;;15.3700;2020;2020-T3;355262
apartament;Strada;TEPES VODA;centrala;63.8000;;;2020;2020-T3;468500
apartament;Strada;TEPES VODA;centrala;;;22.2600;2020;2020-T3;647402
apartament;Strada;TEPES VODA;centrala;76.6000;;;2020;2020-T3;998731
apartament;Strada;TEPES VODA;centrala;49.7000;;;2020;2020-T3;369898
apartament;Strada;TEPES VODA;centrala;40.6000;;;2020;2020-T3;278392
apartament;Strada;TEPES VODA;centrala;;37.7000;;2020;2020-T4;267588
apartament;Strada;TEPES VODA;centrala;48.8000;;;2020;2020-T4;461617
apartament;Strada;TEPES VODA;centrala;;48.0000;;2020;2020-T4;326133
apartament;Strada;TEPES VODA;centrala;37.1000;;;2020;2020-T3;354767
apartament;Strada;TEPES VODA;centrala;40.2000;;;2020;2020-T3;242500
apartament;Strada;TEPES VODA;centrala;40.6000;;;2020;2020-T4;307061
apartament;Strada;TEPES VODA;centrala;47.4000;;;2020;2020-T4;466349
apartament;Strada;TEPES VODA;centrala;48.5000;;;2020;2020-T3;417007
apartament;Strada;TEPES VODA;centrala;50.0000;;;2020;2020-T4;410724
apartament;Strada;TEPES VODA;centrala;;;20.4100;2020;2020-T4;109239
apartament;Strada;TEPES VODA;centrala;68.1000;;;2020;2020-T3;463663
apartament;Strada;TEPES VODA;centrala;77.0000;;;2020;2020-T3;900887
apartament;Strada;TEPES VODA;centrala;65.7000;;;2020;2020-T3;396953
apartament;Strada;TEPES VODA;centrala;64.4000;;;2020;2020-T4;448417
apartament;Strada;TEPES VODA;centrala;68.9000;;;2020;2020-T3;699322
apartament;Strada;TEPES VODA;centrala;48.3000;;;2020;2020-T3;439676
teren;Strada;TEPES VODA;centrala;;;20.0100;2020;2020-T3;47000
apartament;Strada;TEPES VODA;centrala;7.4400;;;1945;2020-T4;847070
apartament;Strada;TEPES VODA;centrala;49.4700;;;2020;2020-T2;402730
apartament;Strada;TEPES VODA;centrala;49.7000;;;2020;2020-T2;449897
apartament;Strada;TEPES VODA;centrala;49.7000;;;2020;2020-T2;457749
apartament;Strada;TEPES VODA;centrala;63.8800;;;2020;2020-T2;472392
teren;Strada;TESATOARELOR;andronache;;;25.0000;2020;2020-T4;53607
apartament;Strada;THOMAS MASARYK;centrala;19.6000;;;1936;2020-T1;163492
apartament;Strada;THOMAS MASARYK;centrala;106.0700;;;1935;2020-T1;819000
apartament;Strada;THOMAS MASARYK;centrala;32.2600;;;1940;2020-T1;234166
apartament;Strada;THOMAS MASARYK;centrala;;107.0400;;2018;2020-T3;857000
apartament;Strada;THOMAS MASARYK;centrala;101.5100;;;2018;2020-T3;1655554
apartament;Strada;THOMAS MASARYK;centrala;297.0000;;;1928;2020-T4;1448463
apartament;Strada;TITU MAIORESCU;centrala;;99.0500;;1997;2020-T3;218250
apartament;Strada;TITU MAIORESCU;centrala;69.6600;;;1935;2020-T1;382284
apartament;Strada;TOAMNEI;centrala;41.8100;;;1910;2020-T3;250000
apartament;Strada;TOAMNEI;centrala;106.8500;;;2010;2020-T3;628147
casa;Strada;TOAMNEI;centrala;;9.6000;;1940;2020-T3;1208950
apartament;Strada;TOAMNEI;centrala;72.1300;;;2019;2020-T1;426428
apartament;Strada;TOAMNEI;centrala;67.9800;;;2019;2020-T4;460516
apartament;Strada;TOAMNEI;centrala;83.8000;;;2019;2020-T1;748217
apartament;Strada;TOAMNEI;centrala;48.1100;;;1954;2020-T3;368052
apartament;Strada;TOAMNEI;centrala;84.6900;;;1942;2020-T4;680400
apartament;Strada;TOAMNEI;centrala;55.9100;;;1945;2020-T2;333615
teren;Strada;TOAMNEI;centrala;;;7.4300;2020;2020-T2;33615
apartament;Strada;TOAMNEI;centrala;27.1700;;;1940;2020-T4;131391
apartament;Strada;TONY BULANDRA;vatra luminoasa;42.0300;;;1950;2020-T4;302126
casa;Strada;TONY BULANDRA;vatra luminoasa;32.8300;;;1946;2020-T2;844776
apartament;Strada;TRAIAN;centrala;111.1000;;;2020;2020-T3;443519
apartament;Strada;TRAIAN;centrala;105.2000;;;2020;2020-T3;732915
apartament;Strada;TRAIAN;centrala;;52.7000;;2020;2020-T3;193195
apartament;Strada;TRAIAN;centrala;98.9000;;;2020;2020-T3;442727
apartament;Strada;TRAIAN;centrala;42.8000;;;2020;2020-T3;258022
apartament;Strada;TRAIAN;centrala;;;15.6900;2020;2020-T3;135000
apartament;Strada;TRAIAN;centrala;61.5000;;;2020;2020-T3;335044
apartament;Strada;TRAIAN;centrala;76.6000;;;2020;2020-T3;767630
apartament;Strada;TRAIAN;centrala;52.7000;;;2020;2020-T3;293620
apartament;Strada;TRAIAN;centrala;47.2000;;;2020;2020-T3;358374
apartament;Strada;TRAIAN;centrala;40.8000;;;2020;2020-T3;317625
apartament;Strada;TRAIAN;centrala;47.5000;;;2020;2020-T3;343571
apartament;Strada;TRAIAN;centrala;45.0000;;;2020;2020-T3;252775
apartament;Strada;TRAIAN;centrala;82.9000;;;2020;2020-T3;472500
apartament;Strada;TRAIAN;centrala;43.0000;;;2020;2020-T3;238700
apartament;Strada;TRAIAN;centrala;56.5000;;;2020;2020-T3;452948
apartament;Strada;TRAIAN;centrala;41.6000;;;2020;2020-T3;209182
teren;Strada;TRAIAN;centrala;;;13.9200;2020;2020-T4;246947
