tipProprietate;Tip strada;Denumire strada;Zona;Suprafata utila;Suprafata desfasurata;Suprafata teren;an_constr;trimestru;Pret tranz
apartament;Alee;ARGEDAVA;colentina;27.9000;;;2019;2020-T3;144111
apartament;Alee;ARGEDAVA;colentina;27.9000;;;2019;2020-T4;144530
apartament;Alee;ARGEDAVA;colentina;35.0000;;;2019;2020-T2;49350
apartament;Alee;ARGEDAVA;colentina;42.2000;;;2019;2020-T2;219969
apartament;Alee;ARGEDAVA;colentina;42.2000;;;2019;2020-T2;241499
apartament;Alee;ARGEDAVA;colentina;44.2000;;;2019;2020-T2;260064
apartament;Alee;ARGEDAVA;colentina;46.4000;;;2019;2020-T2;238276
apartament;Alee;ARGEDAVA;colentina;46.4000;;;2019;2020-T3;241729
apartament;Alee;ARGEDAVA;colentina;46.4000;;;2019;2020-T3;256735
apartament;Alee;ARGEDAVA;colentina;47.1000;;;2019;2020-T4;280205
apartament;Alee;ARGEDAVA;colentina;53.8000;;;2019;2020-T3;338758
apartament;Alee;ARGEDAVA;colentina;;44.0200;;2019;2020-T4;262811
apartament;Alee;ARGEDAVA;colentina;27.9000;;;2019;2020-T2;144294
apartament;Alee;ARGEDAVA;colentina;27.9000;;;2019;2020-T2;155914
apartament;Alee;ARGEDAVA;colentina;30.7000;;;2019;2020-T4;152042
apartament;Alee;ARGEDAVA;colentina;30.7000;;;2019;2020-T2;155245
apartament;Alee;ARGEDAVA;colentina;35.0000;;;2019;2020-T2;165822
apartament;Alee;ARGEDAVA;colentina;44.2000;;;2019;2020-T3;225766
apartament;Alee;ARGEDAVA;colentina;46.4000;;;2019;2020-T3;241359
teren;Alee;ARGEDAVA;colentina;;;8.5100;2020;2020-T2;221327
apartament;Alee;ARGEDAVA;colentina;;47.5000;;2008;2020-T2;241970
apartament;Alee;ARGEDAVA;colentina;;27.1000;;2007;2020-T1;181443
apartament;Alee;ARGEDAVA;colentina;29.8500;;;2008;2020-T2;156934
apartament;Alee;ARGEDAVA;colentina;33.0500;;;2008;2020-T2;151170
apartament;Alee;ARGEDAVA;colentina;59.2000;;;2018;2020-T3;299720
apartament;Alee;ARGEDAVA;colentina;;;22.1000;2020;2020-T3;322222
apartament;Alee;ARGEDAVA;colentina;59.2000;;;2018;2020-T1;333483
apartament;Alee;ARGEDAVA;colentina;81.8800;;;2018;2020-T1;325322
casa;Alee;ARGEDAVA;colentina;347.7500;;;2018;2020-T4;901597
apartament;Alee;ARRUBIUM;colentina;;105.9000;;2010;2020-T1;310700
teren;Alee;ARRUBIUM;colentina;;;66.0200;2020;2020-T1;47700
apartament;Alee;AVRIG;colentina;45.9800;;;1963;2020-T3;254241
apartament;Alee;AVRIG;colentina;50.6400;;;1964;2020-T1;309967
apartament;Alee;AVRIG;colentina;27.4300;;;1963;2020-T1;243329
apartament;Alee;AVRIG;colentina;47.2300;;;1964;2020-T2;268398
apartament;Alee;AVRIG;colentina;66.6400;;;1963;2020-T1;355587
apartament;Alee;AVRIG;colentina;69.2700;;;1963;2020-T4;363750
apartament;Alee;AVRIG;colentina;74.3000;;;1945;2020-T2;416480
apartament;Alee;AVRIG;colentina;;27.4500;;1980;2020-T4;219348
apartament;Alee;AVRIG;colentina;27.5700;;;1978;2020-T4;257250
apartament;Alee;AVRIG;colentina;28.3300;;;1978;2020-T4;243590
apartament;Alee;AVRIG;iancului;32.1400;;;2013;2020-T2;193200
apartament;Alee;AVRIG;iancului;48.6700;;;2020;2020-T4;375183
apartament;Alee;AVRIG;colentina;48.0700;;;1964;2020-T4;292458
apartament;Alee;AVRIG;colentina;29.7800;;;1979;2020-T4;257050
apartament;Alee;AVRIG;colentina;30.1300;;;1979;2020-T4;199838
teren;Alee;AVRIG;colentina;;;2.7900;2020;2020-T4;228399
apartament;Alee;BISTRICIOARA;colentina;55.5700;;;1986;2020-T1;238960
apartament;Alee;BISTRICIOARA;colentina;36.1100;;;1988;2020-T3;186200
apartament;Alee;BISTRICIOARA;colentina;29.5400;;;1996;2020-T4;146032
apartament;Alee;BISTRICIOARA;colentina;139.0000;;;1995;2020-T1;577884
apartament;Alee;BISTRICIOARA;colentina;89.2000;;;1990;2020-T2;443826
apartament;Alee;BISTRICIOARA;colentina;36.2900;;;1992;2020-T2;150019
apartament;Alee;BISTRICIOARA;colentina;55.7600;;;1986;2020-T1;286254
apartament;Alee;BRASOVENI;tei;23.1000;;;1983;2020-T4;150855
apartament;Alee;BRASOVENI;tei;22.7100;;;1986;2020-T1;195980
apartament;Alee;BRASOVENI;tei;;51.1200;;1985;2020-T3;372680
apartament;Alee;BRASOVENI;tei;52.3100;;;1984;2020-T4;315685
apartament;Alee;BRASOVENI;tei;52.4000;;;1984;2020-T2;324494
casa;Alee;BURIDAVA;colentina;105.3000;;;2020;2020-T1;466250
apartament;Alee;BURIDAVA;colentina;;146.3000;;2019;2020-T1;441606
apartament;Alee;BURIDAVA;colentina;;56.5000;;2019;2020-T1;638500
apartament;Alee;BURIDAVA;colentina;104.1000;;;2019;2020-T1;521565
teren;Alee;BURIDAVA;colentina;;;145.0000;2020;2020-T1;70000
apartament;Alee;CAMPUL MOSILOR;colentina;60.4300;;;1975;2020-T4;328300
apartament;Alee;CAMPUL MOSILOR;colentina;59.6500;;;1975;2020-T4;402188
apartament;Alee;CAMPUL MOSILOR;colentina;62.2000;;;1975;2020-T4;412500
apartament;Alee;CAMPUL MOSILOR;colentina;75.5000;;;1976;2020-T3;416180
apartament;Alee;CAMPUL MOSILOR;colentina;59.5000;;;1976;2020-T1;334838
apartament;Alee;CIRCULUI;tei;55.4400;;;1965;2020-T2;434700
apartament;Alee;CIRCULUI;tei;55.7500;;;1958;2020-T1;430200
apartament;Alee;CIRCULUI;tei;60.5000;;;1962;2020-T3;495354
apartament;Alee;CIRCULUI;tei;54.2800;;;1958;2020-T1;250000
apartament;Alee;CIRCULUI;tei;54.0000;;;1962;2020-T4;409390
apartament;Alee;CISLAU;iancului;47.9300;;;1985;2020-T4;250000
apartament;Alee;CISLAU;iancului;51.4000;;;1985;2020-T1;312670
apartament;Alee;CISLAU;iancului;36.2000;;;1982;2020-T4;219343
apartament;Alee;CISLAU;iancului;37.0500;;;1986;2020-T1;241339
apartament;Alee;CODLEA;pantelimon;48.2400;;;1986;2020-T1;250789
apartament;Alee;CODLEA;pantelimon;32.3900;;;1980;2020-T1;192000
apartament;Alee;CODLEA;pantelimon;30.4600;;;1981;2020-T1;174437
apartament;Alee;CODLEA;pantelimon;31.2000;;;1983;2020-T3;180208
apartament;Alee;CODLEA;pantelimon;50.0400;;;1980;2020-T4;316612
apartament;Alee;CODLEA;pantelimon;32.7000;;;1982;2020-T4;209530
apartament;Alee;CUMIDAVA;colentina;34.2400;;;2016;2020-T1;195893
teren;Alee;CUMIDAVA;colentina;;;25.0000;2020;2020-T1;247975
apartament;Alee;CUMIDAVA;colentina;;81.3100;;2018;2020-T3;399011
apartament;Alee;CUMIDAVA;colentina;49.7400;;;2018;2020-T1;29598
apartament;Alee;CUMIDAVA;colentina;70.6900;;;2019;2020-T1;397191
apartament;Alee;CUMIDAVA;colentina;85.8800;;;2018;2020-T1;416868
apartament;Alee;CUMIDAVA;colentina;87.0000;;;2018;2020-T1;516034
apartament;Alee;CUMIDAVA;colentina;50.6400;;;2008;2020-T1;257407
apartament;Alee;CUMIDAVA;colentina;90.9000;;;2008;2020-T1;240000
apartament;Alee;CUMIDAVA;colentina;65.4000;;;2017;2020-T2;324742
apartament;Alee;CUMIDAVA;colentina;68.7800;;;2016;2020-T1;288000
teren;Alee;CUMIDAVA;colentina;;;516.0000;2020;2020-T1;405128
teren;Alee;CUMIDAVA;colentina;;;250.0000;2020;2020-T1;202564
apartament;Alee;DEDA;centrala;23.5800;;;1980;2020-T4;208986
apartament;Alee;DEDA;centrala;28.4400;;;1981;2020-T3;208013
apartament;Alee;DEDA;centrala;28.5200;;;1981;2020-T1;229392
apartament;Alee;DEDA;centrala;28.1600;;;1980;2020-T1;232512
apartament;Alee;DEDA;centrala;48.3600;;;1980;2020-T1;272449
apartament;Alee;DEDA;centrala;51.2800;;;1981;2020-T4;414256
apartament;Alee;DEDA;centrala;67.1000;;;1980;2020-T3;463815
apartament;Alee;DIHAM;pantelimon;70.1700;;;1982;2020-T1;346730
apartament;Alee;DIHAM;pantelimon;51.0600;;;1980;2020-T3;123350
apartament;Alee;DIHAM;pantelimon;50.6300;;;1981;2020-T4;48718
apartament;Alee;DIHAM;pantelimon;28.5000;;;1982;2020-T3;190362
apartament;Alee;DOBRINA;pantelimon;50.3200;;;1979;2020-T3;323529
apartament;Alee;DOBRINA;pantelimon;27.6800;;;1980;2020-T2;174000
apartament;Alee;DOBRINA;pantelimon;27.8400;;;1982;2020-T4;250965
apartament;Alee;DOBRINA;pantelimon;28.0300;;;1980;2020-T1;151308
apartament;Alee;DOBRINA;pantelimon;28.2800;;;1979;2020-T2;162234
apartament;Alee;DOBRINA;pantelimon;28.3500;;;1980;2020-T1;196800
apartament;Alee;DOBRINA;pantelimon;34.7700;;;1978;2020-T1;262081
apartament;Alee;DOBRINA;pantelimon;49.7600;;;1975;2020-T4;307036
apartament;Alee;DOBRINA;pantelimon;67.4800;;;1975;2020-T2;327000
apartament;Alee;DOBRINA;pantelimon;63.4000;;;1984;2020-T3;378840
apartament;Alee;DOBRINA;pantelimon;29.1300;;;1979;2020-T2;164350
apartament;Alee;DOBRINA;pantelimon;50.5800;;;1980;2020-T2;280847
apartament;Alee;DOBRINA;pantelimon;27.5800;;;1982;2020-T1;207886
apartament;Alee;DOBRINA;pantelimon;27.8600;;;1979;2020-T1;179790
apartament;Alee;DOBRINA;pantelimon;27.9700;;;1979;2020-T4;197226
apartament;Alee;DOBRINA;pantelimon;28.2200;;;1982;2020-T4;170537
apartament;Alee;HOBITA;pantelimon;81.8600;;;1978;2020-T3;419654
apartament;Alee;HOBITA;pantelimon;31.1000;;;1977;2020-T4;164020
apartament;Alee;HOBITA;pantelimon;31.3700;;;1977;2020-T4;209564
apartament;Alee;HOBITA;pantelimon;36.0200;;;1977;2020-T4;48500
apartament;Alee;HOBITA;pantelimon;65.2800;;;1995;2020-T4;408240
apartament;Alee;HOBITA;pantelimon;65.8000;;;1977;2020-T4;382200
apartament;Alee;HOBITA;pantelimon;80.6100;;;1978;2020-T4;453227
apartament;Alee;ILIA;pantelimon;36.5100;;;1974;2020-T3;222267
apartament;Alee;ILIA;pantelimon;35.9000;;;1976;2020-T3;217642
apartament;Alee;ILIA;pantelimon;46.8700;;;1975;2020-T1;195298
apartament;Alee;ILIA;pantelimon;34.4100;;;1975;2020-T4;202296
apartament;Alee;ILIA;pantelimon;40.0000;;;1976;2020-T3;227447
apartament;Alee;ILIA;pantelimon;48.1300;;;1997;2020-T4;299787
apartament;Alee;ILIA;pantelimon;64.1300;;;1974;2020-T1;272460
apartament;Alee;ILIA;pantelimon;65.9100;;;1975;2020-T4;296984
apartament;Alee;LUNCSOARA;centrala;32.1500;;;1982;2020-T4;266759
apartament;Alee;LUNCSOARA;centrala;52.2500;;;1982;2020-T1;381296
apartament;Alee;LUNGULETU;centrala;61.4800;;;1963;2020-T1;485000
apartament;Alee;LUNGULETU;centrala;122.1400;;;1963;2020-T2;608591
teren;Alee;LUNGULETU;centrala;;;12.0700;2020;2020-T2;437079
apartament;Alee;LUNGULETU;centrala;45.3400;;;1968;2020-T3;242828
apartament;Alee;LUNGULETU;centrala;45.7000;;;1962;2020-T2;290550
apartament;Alee;LUNGULETU;centrala;46.2200;;;1967;2020-T3;349807
apartament;Alee;LUNGULETU;centrala;46.4200;;;1974;2020-T4;280043
apartament;Alee;LUNGULETU;centrala;47.2000;;;1963;2020-T3;290454
apartament;Alee;MAGURA VULTURULUI;vatra luminoasa;60.0700;;;1939;2020-T1;428958
apartament;Alee;MAGURA VULTURULUI;iancului;30.6000;;;1980;2020-T2;229890
apartament;Alee;MAGURA VULTURULUI;vatra luminoasa;67.2300;;;1981;2020-T3;440070
apartament;Alee;MOZAICULUI;pantelimon;40.8000;;;1978;2020-T3;242760
apartament;Alee;MOZAICULUI;pantelimon;59.1100;;;1977;2020-T3;267118
apartament;Alee;MOZAICULUI;pantelimon;40.9000;;;1977;2020-T1;238895
apartament;Alee;MOZAICULUI;pantelimon;57.9000;;;1977;2020-T4;233644
apartament;Alee;MOZAICULUI;pantelimon;65.3000;;;1978;2020-T4;355250
apartament;Alee;MOZAICULUI;pantelimon;40.7000;;;1978;2020-T4;316270
apartament;Alee;MOZAICULUI;pantelimon;40.7700;;;1978;2020-T1;262823
apartament;Alee;MOZAICULUI;pantelimon;41.0000;;;1978;2020-T4;262969
apartament;Alee;OTESANI;tei;48.5200;;;1970;2020-T4;107140
apartament;Alee;OTESANI;tei;62.9300;;;1971;2020-T1;305658
apartament;Alee;OTESANI;tei;61.4100;;;1970;2020-T2;275965
apartament;Alee;PANTELIMON;pantelimon;15.4100;;;1960;2020-T4;97326
apartament;Alee;PANTELIMON;pantelimon;15.4400;;;1978;2020-T2;43583
apartament;Alee;PANTELIMON;pantelimon;16.3200;;;1970;2020-T4;75000
apartament;Alee;PANTELIMON;pantelimon;16.2800;;;1976;2020-T1;89369
apartament;Alee;PANTELIMON;pantelimon;27.3500;;;1968;2020-T4;141340
apartament;Alee;PANTELIMON;colentina;16.0100;;;1970;2020-T4;48678
apartament;Alee;PANTELIMON;colentina;27.1200;;;1968;2020-T3;111208
apartament;Alee;PANTELIMON;colentina;27.7800;;;1993;2020-T4;97372
apartament;Alee;PANTELIMON;colentina;28.3300;;;1975;2020-T4;122500
apartament;Alee;PANTELIMON;pantelimon;27.7300;;;1974;2020-T1;152960
apartament;Alee;PANTELIMON;colentina;16.1100;;;1974;2020-T3;48738
apartament;Alee;PANTELIMON;colentina;27.6600;;;1975;2020-T4;107214
apartament;Alee;PANTELIMON;pantelimon;37.4000;;;1980;2020-T4;243680
apartament;Alee;PANTELIMON;pantelimon;16.1700;;;1965;2020-T3;96680
apartament;Alee;PANTELIMON;pantelimon;27.6000;;;1974;2020-T3;91840
apartament;Alee;PANTELIMON;pantelimon;16.6300;;;1980;2020-T4;87152
apartament;Alee;PANTELIMON;pantelimon;26.5400;;;1975;2020-T1;110000
apartament;Alee;PANTELIMON;pantelimon;26.4500;;;1982;2020-T3;160222
apartament;Alee;PANTELIMON;pantelimon;27.5800;;;1970;2020-T3;138510
apartament;Alee;PANTELIMON;colentina;27.0200;;;1970;2020-T1;165872
apartament;Alee;PANTELIMON;pantelimon;14.7500;;;1967;2020-T3;97282
apartament;Alee;PANTELIMON;pantelimon;14.7900;;;1977;2020-T3;89573
apartament;Alee;PANTELIMON;pantelimon;;63.6800;;1974;2020-T1;280063
apartament;Alee;PANTELIMON;pantelimon;50.0700;;;1975;2020-T3;268182
apartament;Alee;PANTELIMON;pantelimon;15.1300;;;1970;2020-T1;62010
apartament;Alee;PANTELIMON;pantelimon;15.5000;;;1974;2020-T2;50000
apartament;Alee;PANTELIMON;pantelimon;26.1800;;;1960;2020-T1;143370
apartament;Alee;PANTELIMON;pantelimon;15.4900;;;1976;2020-T4;83350
apartament;Alee;PANTELIMON;pantelimon;15.6000;;;1970;2020-T1;50000
apartament;Alee;PANTELIMON;pantelimon;26.3000;;;1977;2020-T2;38740
apartament;Alee;PANTELIMON;pantelimon;15.9400;;;1988;2020-T2;79838
apartament;Alee;PANTELIMON;pantelimon;16.1200;;;1976;2020-T3;88118
apartament;Alee;PETRE ANTONESCU;tei;65.8000;;;1985;2020-T4;463125
apartament;Alee;PETRE ANTONESCU;tei;51.9200;;;1982;2020-T3;340200
apartament;Alee;PETRE ANTONESCU;tei;66.1100;;;1982;2020-T3;338828
apartament;Alee;PETRE ANTONESCU;tei;69.6000;;;1982;2020-T3;241618
apartament;Alee;PIATRA MARE;colentina;73.1300;;;1985;2020-T1;406130
apartament;Alee;PIATRA MARE;colentina;50.2000;;;1986;2020-T4;264600
apartament;Alee;PIATRA MARE;colentina;50.4300;;;1986;2020-T4;280191
apartament;Alee;PIATRA MARE;colentina;77.1100;;;1986;2020-T4;169879
apartament;Alee;PIATRA MARE;colentina;51.0200;;;1980;2020-T3;289000
apartament;Alee;PIATRA MARE;colentina;51.1000;;;1986;2020-T3;306066
apartament;Alee;PIATRA MARE;colentina;64.1000;;;1985;2020-T4;329120
apartament;Alee;PIATRA MARE;colentina;49.6000;;;1985;2020-T4;281260
apartament;Alee;PIATRA MARE;colentina;49.7300;;;1986;2020-T1;310500
apartament;Alee;SARGETIA;colentina;54.4900;;;2014;2020-T4;279480
apartament;Alee;SARGETIA;colentina;50.2500;;;2016;2020-T1;286644
teren;Alee;SARGETIA;colentina;;;1254.0000;2020;2020-T4;1217450
apartament;Alee;SILISTEA;colentina;35.4900;;;1968;2020-T1;157670
apartament;Alee;SILISTEA;colentina;34.8800;;;1970;2020-T3;136871
apartament;Alee;SINAIA;colentina;66.0800;;;1976;2020-T4;348480
apartament;Alee;SINAIA;colentina;60.6800;;;1991;2020-T4;336330
apartament;Alee;SINAIA;colentina;59.5200;;;1976;2020-T3;334540
apartament;Alee;SINAIA;colentina;29.2200;;;1976;2020-T1;136880
apartament;Alee;SINAIA;colentina;31.8900;;;1976;2020-T3;221140
apartament;Alee;SINAIA;colentina;35.1100;;;1976;2020-T2;188565
apartament;Alee;SINAIA;colentina;35.1400;;;1975;2020-T3;193284
apartament;Alee;SINAIA;colentina;35.2200;;;1976;2020-T3;212929
apartament;Alee;SINAIA;colentina;34.5300;;;1975;2020-T4;201951
apartament;Alee;SINAIA;colentina;35.2300;;;1977;2020-T3;112252
apartament;Alee;SINAIA;colentina;36.0000;;;1977;2020-T3;179184
apartament;Alee;SINAIA;colentina;60.3800;;;1975;2020-T3;368084
apartament;Alee;SINAIA;colentina;59.0800;;;1976;2020-T1;300988
apartament;Alee;SOCULUI;pantelimon;47.8400;;;1979;2020-T1;213930
apartament;Alee;SOCULUI;pantelimon;66.7800;;;1980;2020-T2;399300
apartament;Alee;SOCULUI;pantelimon;51.1300;;;1981;2020-T4;277590
apartament;Alee;SOCULUI;pantelimon;54.1300;;;1981;2020-T3;309611
casa;Alee;SUCIDAVA;colentina;115.5200;;;2006;2020-T3;458622
apartament;Alee;TEIUL DOAMNEI;tei;24.0000;;;1975;2020-T4;155703
apartament;Alee;TEIUL DOAMNEI;tei;38.3400;;;1976;2020-T3;246208
apartament;Alee;TEIUL DOAMNEI;tei;35.1600;;;1975;2020-T3;266735
apartament;Alee;TEIUL DOAMNEI;tei;48.0400;;;1975;2020-T2;278011
apartament;Alee;TEIUL DOAMNEI;tei;43.1800;;;1975;2020-T4;194880
apartament;Alee;TEIUL DOAMNEI;tei;78.1500;;;1983;2020-T4;526176
apartament;Alee;TEIUL DOAMNEI;tei;35.8000;;;1975;2020-T3;218506
apartament;Alee;TEIUL DOAMNEI;tei;36.9100;;;1975;2020-T2;256478
apartament;Alee;TEIUL DOAMNEI;tei;41.3100;;;1975;2020-T2;249235
apartament;Alee;TEIUL DOAMNEI;tei;42.4400;;;1976;2020-T4;47000
apartament;Alee;TEIUL DOAMNEI;tei;45.5600;;;1975;2020-T3;214020
teren;Alee;TIBISCUM;colentina;;;500.0000;2020;2020-T1;414219
apartament;Alee;VERGULUI;pantelimon;35.8600;;;1974;2020-T2;200760
apartament;Alee;VERGULUI;pantelimon;35.2900;;;1973;2020-T2;186624
apartament;Alee;VERGULUI;pantelimon;35.5600;;;1973;2020-T1;191336
apartament;Alee;VERGULUI;pantelimon;36.2900;;;1974;2020-T1;172800
apartament;Alee;VERGULUI;pantelimon;;60.9300;;1975;2020-T2;285198
apartament;Alee;VERGULUI;pantelimon;71.4800;;;2019;2020-T3;471474
apartament;Alee;VERGULUI;pantelimon;61.9200;;;1974;2020-T4;218250
apartament;Alee;VERGULUI;pantelimon;35.6800;;;1975;2020-T3;171500
apartament;Alee;VERGULUI;pantelimon;40.8100;;;1974;2020-T1;195926
apartament;Alee;VERGULUI;pantelimon;35.9600;;;1974;2020-T1;235634
apartament;Alee;VERGULUI;pantelimon;36.0800;;;1976;2020-T4;229068
apartament;Alee;VERGULUI;pantelimon;36.1400;;;1979;2020-T1;174433
apartament;Alee;VERGULUI;pantelimon;36.5900;;;1974;2020-T4;121822
apartament;Alee;ZARANDULUI;iancului;29.3600;;;1981;2020-T1;162278
apartament;Alee;ZARANDULUI;iancului;53.3800;;;1980;2020-T4;401775
apartament;Alee;ZARANDULUI;iancului;47.8600;;;1980;2020-T2;351262
apartament;Alee;ZARANDULUI;iancului;66.0600;;;1984;2020-T1;424050
comercial;Bulevard;BASARABIA;vatra luminoasa;4.1400;;;2010;2020-T2;20000
apartament;Bulevard;BASARABIA;vatra luminoasa;51.8000;;;1960;2020-T4;275870
apartament;Bulevard;BASARABIA;vatra luminoasa;52.5600;;;1968;2020-T4;319227
apartament;Bulevard;BASARABIA;vatra luminoasa;22.0100;;;1958;2020-T1;188683
apartament;Bulevard;BASARABIA;pantelimon;63.3300;;;1983;2020-T3;391991
apartament;Bulevard;BASARABIA;pantelimon;51.8800;;;1983;2020-T1;327300
apartament;Bulevard;BASARABIA;pantelimon;97.6500;;;1992;2020-T1;621400
comercial;Bulevard;BASARABIA;pantelimon;214.7000;;;2020;2020-T4;828257
apartament;Bulevard;BASARABIA;pantelimon;47.1700;;;1971;2020-T3;336375
apartament;Bulevard;BASARABIA;pantelimon;43.5700;;;1963;2020-T3;269652
apartament;Bulevard;BASARABIA;pantelimon;46.7000;;;1975;2020-T3;285302
apartament;Bulevard;BASARABIA;pantelimon;48.5600;;;1975;2020-T1;283200
apartament;Bulevard;BASARABIA;pantelimon;46.7100;;;1975;2020-T2;242160
apartament;Bulevard;BASARABIA;pantelimon;47.0000;;;1974;2020-T1;266464
apartament;Bulevard;BASARABIA;pantelimon;53.6900;;;1974;2020-T4;180000
apartament;Bulevard;BASARABIA;pantelimon;43.8000;;;1974;2020-T2;222736
apartament;Bulevard;BASARABIA;pantelimon;55.2400;;;1964;2020-T3;224800
apartament;Bulevard;BASARABIA;pantelimon;50.9600;;;1984;2020-T4;332000
apartament;Bulevard;BASARABIA;vatra luminoasa;61.9900;;;1963;2020-T3;147275
apartament;Bulevard;BASARABIA;vatra luminoasa;43.3200;;;1963;2020-T3;246727
apartament;Bulevard;BASARABIA;vatra luminoasa;43.8600;;;1962;2020-T3;299590
apartament;Bulevard;BASARABIA;vatra luminoasa;48.8100;;;1965;2020-T3;304567
apartament;Bulevard;BASARABIA;vatra luminoasa;54.2000;;;1968;2020-T1;165541
apartament;Bulevard;BASARABIA;pantelimon;19.7700;;;1976;2020-T4;102337
apartament;Bulevard;BASARABIA;pantelimon;20.0800;;;1968;2020-T1;90760
apartament;Bulevard;BASARABIA;vatra luminoasa;43.9000;;;1962;2020-T3;276068
apartament;Bulevard;BASARABIA;pantelimon;63.9000;;;1986;2020-T4;336000
apartament;Bulevard;BASARABIA;vatra luminoasa;44.5800;;;2012;2020-T2;222529
apartament;Bulevard;BASARABIA;vatra luminoasa;63.2000;;;1967;2020-T1;337099
apartament;Bulevard;BASARABIA;vatra luminoasa;67.4400;;;1962;2020-T2;352444
apartament;Bulevard;BASARABIA;pantelimon;64.6000;;;1987;2020-T1;290688
apartament;Bulevard;BASARABIA;pantelimon;77.5200;;;1989;2020-T1;525745
apartament;Bulevard;BASARABIA;vatra luminoasa;;83.3700;;2009;2020-T3;468137
apartament;Bulevard;BASARABIA;vatra luminoasa;82.3300;;;2009;2020-T4;717838
apartament;Bulevard;BASARABIA;vatra luminoasa;42.9400;;;1968;2020-T3;304554
apartament;Bulevard;BASARABIA;vatra luminoasa;43.2300;;;1961;2020-T3;266244
apartament;Bulevard;BASARABIA;pantelimon;51.0200;;;1983;2020-T1;285365
apartament;Bulevard;BASARABIA;pantelimon;66.1000;;;1988;2020-T2;338730
apartament;Bulevard;BASARABIA;pantelimon;;81.2800;;1989;2020-T3;417100
apartament;Bulevard;BASARABIA;vatra luminoasa;43.8000;;;1963;2020-T3;241890
apartament;Bulevard;BASARABIA;vatra luminoasa;59.8200;;;1956;2020-T1;310648
apartament;Bulevard;BASARABIA;pantelimon;64.4700;;;1993;2020-T2;242500
apartament;Bulevard;BASARABIA;pantelimon;68.5000;;;1988;2020-T3;401728
apartament;Bulevard;BASARABIA;vatra luminoasa;48.4800;;;1958;2020-T2;232440
apartament;Bulevard;BASARABIA;vatra luminoasa;51.4200;;;1959;2020-T4;148560
apartament;Bulevard;BASARABIA;vatra luminoasa;48.5000;;;1958;2020-T3;340000
apartament;Bulevard;BASARABIA;vatra luminoasa;83.1500;;;1958;2020-T4;413465
apartament;Bulevard;BASARABIA;vatra luminoasa;54.6500;;;1959;2020-T3;420704
apartament;Bulevard;BASARABIA;vatra luminoasa;58.4000;;;1957;2020-T3;333560
apartament;Bulevard;BASARABIA;vatra luminoasa;52.0000;;;1958;2020-T2;251846
apartament;Bulevard;BASARABIA;vatra luminoasa;156.5600;;;2007;2020-T1;956680
apartament;Bulevard;BASARABIA;vatra luminoasa;37.4600;;;1955;2020-T4;110000
apartament;Bulevard;CAROL I;centrala;65.5000;;;;2020-T3;290010
apartament;Bulevard;CAROL I;centrala;62.4900;;;1937;2020-T1;487244
apartament;Bulevard;CAROL I;centrala;84.2500;;;1937;2020-T4;472031
apartament;Bulevard;CAROL I;centrala;36.0000;;;1938;2020-T1;200000
apartament;Bulevard;CAROL I;centrala;60.4100;;;1941;2020-T3;291177
apartament;Bulevard;CAROL I;centrala;19.6500;;;1944;2020-T4;144642
apartament;Bulevard;CAROL I;centrala;59.9200;;;1934;2020-T4;438480
apartament;Bulevard;CAROL I;centrala;26.6000;;;1936;2020-T2;130736
comercial;Bulevard;CAROL I;centrala;473.4200;;;1918;2020-T4;657261
apartament;Bulevard;CAROL I;centrala;15.4200;;;1939;2020-T3;104134
comercial;Bulevard;CHISINAU;Pantelimon;83.2800;;;2020;2020-T4;1949360
apartament;Bulevard;CHISINAU;Pantelimon;80.8000;;;1983;2020-T3;602288
apartament;Bulevard;CHISINAU;Pantelimon;83.0400;;;1982;2020-T2;377481
apartament;Bulevard;CHISINAU;Pantelimon;47.8000;;;1984;2020-T2;338420
apartament;Bulevard;CHISINAU;Pantelimon;65.7400;;;1980;2020-T2;382321
apartament;Bulevard;CHISINAU;Pantelimon;80.7000;;;1981;2020-T3;410890
apartament;Bulevard;CHISINAU;Pantelimon;51.0700;;;1986;2020-T1;303924
apartament;Bulevard;CHISINAU;Pantelimon;51.8500;;;1981;2020-T4;44571
apartament;Bulevard;CHISINAU;Pantelimon;25.3100;;;1982;2020-T2;76640
apartament;Bulevard;CHISINAU;Pantelimon;50.2400;;;1983;2020-T2;322270
apartament;Bulevard;CHISINAU;Pantelimon;50.4100;;;1986;2020-T3;300266
apartament;Bulevard;CHISINAU;Pantelimon;28.1100;;;1982;2020-T3;198513
apartament;Bulevard;CHISINAU;Pantelimon;29.3500;;;1982;2020-T2;216960
apartament;Bulevard;CHISINAU;Pantelimon;29.4100;;;1981;2020-T1;198370
apartament;Bulevard;CHISINAU;Pantelimon;29.4100;;;1982;2020-T3;191168
apartament;Bulevard;CHISINAU;Pantelimon;29.9000;;;1992;2020-T1;169580
apartament;Bulevard;CHISINAU;Pantelimon;30.1300;;;1980;2020-T1;190668
apartament;Bulevard;CHISINAU;Pantelimon;65.2200;;;1997;2020-T3;202450
apartament;Bulevard;CHISINAU;Pantelimon;66.4800;;;1981;2020-T4;399586
apartament;Bulevard;CHISINAU;Pantelimon;57.6500;;;1977;2020-T4;533540
apartament;Bulevard;CHISINAU;Pantelimon;64.4800;;;1984;2020-T3;336089
apartament;Bulevard;CHISINAU;Pantelimon;64.5100;;;1983;2020-T1;374400
